Date,type,ticket_id,agent name,created time,end time,csat score,COR,main category,sub category,resolution time,First Response Time (min),SLA Met,Issue Severity,Escalated,User Type
2025-09-08,chat,306479,Yousef,19:27,19:48,4,QA,Verification,Level 2 KYC,21 min,18,Yes,Low,No,Retail
2025-09-27,chat,306480,Yousef,22:13,23:53,4,SA,P2P,Order Stuck,100 min,56,Yes,Medium,No,Retail
2025-01-25,chat,306481,Mohannad,01:33,05:31,4,EG,Card,Card Not Received,238 min,50,Yes,Low,No,Retail
2025-07-23,chat,306482,Aya,01:26,03:35,4,MY,Spot,Insufficient Balance,129 min,47,Yes,Medium,No,Retail
2025-05-20,chat,306483,Khalid,23:26,23:38,3,KW,Referral,Referral Code Not Applied,12 min,11,Yes,Medium,No,Retail
2025-05-31,chat,306484,Fatima,04:20,06:16,1,BH,Futures,Liquidation Dispute,116 min,22,No,Urgent,Yes,Retail
2025-11-11,chat,306485,Fatima,14:40,16:35,4,SA,Spot,Unable to Sell,115 min,1,No,Low,No,Retail
2025-04-22,chat,306486,Nour,00:29,02:42,3,UK,Card,Cashback Missing,133 min,29,No,High,No,Institutional
2025-12-29,chat,306487,Sara,12:53,13:44,4,MY,Withdrawal,Bank Delay,51 min,25,Yes,Medium,No,Retail
2025-09-29,chat,306488,Yousef,15:44,15:56,3,DE,P2P,Wrong Amount Sent,12 min,9,No,High,No,Retail
2025-09-22,chat,306489,Khalid,09:10,10:55,4,SA,Card,Card Not Received,105 min,16,Yes,Medium,No,Retail
2025-08-21,email,306490,Lina,15:19,16:27,4,IN,Referral,Referral Code Not Applied,68 min,55,Yes,Urgent,No,Retail
2025-11-03,chat,306491,Omar,02:37,04:37,5,UK,Security Setting,2FA Reset,120 min,53,Yes,High,No,VIP
2025-02-13,email,306492,Lina,15:51,17:40,3,SA,Verification,POA Review,109 min,21,No,High,No,VIP
2025-01-15,chat,306493,Lina,02:31,03:04,3,TR,Trading,Slippage Concern,33 min,8,Yes,High,No,Retail
2025-07-19,email,306494,Lina,21:14,23:24,5,TR,Security Setting,Change Password,130 min,9,Yes,Low,No,Retail
2025-09-20,chat,306495,Mohannad,07:38,10:57,5,AE,Card,Card Not Received,199 min,17,Yes,Medium,No,Retail
2025-03-06,chat,306496,Khalid,06:32,06:55,3,TR,Verification,Level 2 KYC,23 min,23,No,Medium,No,Retail
2025-01-12,chat,306497,Yousef,15:42,15:56,3,DE,Card,Cashback Missing,14 min,4,Yes,Medium,No,Retail
2025-06-12,chat,306498,Lina,08:46,09:26,2,EG,Deposit,Unsupported Token,40 min,37,No,Medium,No,Retail
2025-08-24,email,306499,Khalid,17:49,20:25,4,MY,Security Setting,Login Alerts,156 min,40,Yes,High,No,Institutional
2025-11-21,email,306500,Mohannad,15:38,19:19,4,IN,Trading,Slippage Concern,221 min,23,No,Medium,No,Retail
2025-05-13,chat,306501,Aya,09:52,13:35,4,DE,Referral,Referral Code Not Applied,223 min,43,Yes,High,No,VIP
2025-12-07,chat,306502,Fatima,22:32,22:39,5,UK,Security Setting,2FA Reset,7 min,7,Yes,High,Yes,Retail
2025-02-24,email,306503,Fatima,08:40,11:48,2,BH,Spot,Unable to Sell,188 min,52,No,Medium,Yes,VIP
2025-01-13,chat,306504,Nour,20:45,22:20,5,SA,P2P,Appeal Order,95 min,15,Yes,Medium,No,Retail
2025-12-13,chat,306505,Khalid,08:30,09:24,4,IN,Security Setting,2FA Reset,54 min,47,Yes,Medium,No,Retail
2025-09-07,chat,306506,Fatima,05:10,07:07,4,KW,Verification,Level 1 KYC,117 min,16,Yes,High,Yes,Retail
2025-01-29,email,306507,Yousef,05:43,07:04,4,TR,Spot,Unable to Sell,81 min,38,Yes,High,No,Retail
2025-01-12,email,306508,Sara,10:10,10:16,4,AE,Spot,Unable to Sell,6 min,2,No,Medium,No,Retail
2025-11-16,email,306509,Aya,11:21,12:01,4,TR,Verification,Level 1 KYC,40 min,4,Yes,Low,No,Retail
2025-10-26,chat,306510,Khalid,19:03,22:49,5,TR,Deposit,Tag/Memo Missing,226 min,28,Yes,Urgent,No,Retail
2025-02-02,chat,306511,Fatima,12:09,15:12,5,KW,Referral,Referral Code Not Applied,183 min,37,Yes,Medium,No,Retail
2025-10-03,chat,306512,Aya,10:05,13:08,4,ID,Spot,Price Chart Issue,183 min,32,Yes,Low,No,VIP
2025-06-29,chat,306513,Khalid,09:18,10:25,4,BH,Spot,Unable to Sell,67 min,24,Yes,Medium,No,Retail
2025-09-10,email,306514,Fatima,14:28,16:57,5,QA,Withdrawal,Wrong Tag/Memo,149 min,36,Yes,High,Yes,Retail
2025-04-16,chat,306515,Lina,02:20,05:02,5,SA,Security Setting,2FA Reset,162 min,12,Yes,Medium,No,Retail
2025-07-24,chat,306516,Lina,06:42,08:41,4,EG,Spot,Unable to Sell,119 min,53,Yes,Medium,No,Retail
2025-09-12,chat,306517,Khalid,18:40,22:07,5,SA,P2P,Appeal Order,207 min,20,Yes,Medium,No,Retail
2025-05-16,email,306518,Yousef,04:45,08:32,4,BH,Verification,Level 1 KYC,227 min,4,Yes,Medium,No,Retail
2025-05-25,chat,306519,Mohannad,07:51,09:36,4,DE,Security Setting,2FA Reset,105 min,24,Yes,Medium,No,Retail
2025-06-06,chat,306520,Omar,22:19,23:21,4,KW,Security Setting,Anti?Phishing Code,62 min,28,Yes,Medium,No,Retail
2025-03-05,email,306521,Sara,12:45,15:30,5,BH,Withdrawal,Wrong Tag/Memo,165 min,56,Yes,Medium,Yes,Retail
2025-09-19,chat,306522,Khalid,19:57,20:50,5,KW,Card,Cashback Missing,53 min,45,Yes,Medium,No,Retail
2025-04-27,chat,306523,Amin,20:22,23:22,4,TR,Withdrawal,Exceeded Limit,180 min,48,Yes,Medium,No,Retail
2025-10-26,chat,306524,Amin,04:28,05:29,4,ID,Security Setting,2FA Disabled,61 min,1,Yes,Low,No,VIP
2025-10-17,chat,306525,Lina,13:16,15:53,4,KW,P2P,Wrong Amount Sent,157 min,55,Yes,Low,No,Retail
2025-07-06,chat,306526,Omar,14:30,18:26,4,EG,Trading,Slippage Concern,236 min,32,Yes,Low,No,VIP
2025-07-30,chat,306527,Khalid,20:23,21:22,5,TR,Card,ATM Withdrawal Failed,59 min,51,Yes,Medium,No,Retail
2025-10-13,chat,306528,Fatima,02:46,03:14,4,QA,P2P,Payment Not Received,28 min,11,Yes,High,Yes,Retail
2025-05-03,chat,306529,Amin,18:18,22:08,4,PK,Verification,POA Review,230 min,50,Yes,High,No,Retail
2025-06-11,chat,306530,Aya,06:52,07:38,3,QA,Deposit,On?chain Pending,46 min,21,No,Medium,No,VIP
2025-04-05,email,306531,Omar,06:44,07:01,4,BH,Futures,Liquidation Dispute,17 min,9,Yes,Medium,No,Retail
2025-08-13,chat,306532,Sara,03:05,04:42,5,SA,Deposit,Tag/Memo Missing,97 min,20,Yes,High,No,Retail
2025-05-31,chat,306533,Amin,21:49,23:07,4,EG,Withdrawal,Rejected by Bank,78 min,33,Yes,Low,No,Institutional
2025-10-29,chat,306534,Khalid,19:49,23:17,3,EG,Security Setting,Login Alerts,208 min,28,No,High,Yes,Retail
2025-03-28,chat,306535,Fatima,01:57,04:16,5,UK,Futures,PNL Not Updated,139 min,43,Yes,Medium,No,VIP
2025-06-02,chat,306536,Amin,04:44,06:58,4,IN,Security Setting,Change Password,134 min,9,Yes,Medium,No,VIP
2025-02-11,chat,306537,Omar,19:45,22:05,3,UK,Spot,Unable to Sell,140 min,25,Yes,Low,No,Institutional
2025-09-12,chat,306538,Sara,06:34,08:45,4,AE,Withdrawal,On?chain Pending,131 min,25,Yes,Medium,No,Retail
2025-09-29,chat,306539,Omar,08:22,11:45,4,TR,Withdrawal,On?chain Pending,203 min,37,Yes,Medium,No,Retail
2025-08-28,email,306540,Omar,01:38,02:46,4,SA,Card,ATM Withdrawal Failed,68 min,12,Yes,Medium,Yes,Retail
2025-01-02,chat,306541,Mohannad,12:16,13:49,2,PK,P2P,Wrong Amount Sent,93 min,37,Yes,High,Yes,Retail
2025-12-29,chat,306542,Nour,15:36,16:14,5,IN,Withdrawal,On?chain Pending,38 min,2,Yes,Medium,Yes,Retail
2025-06-13,chat,306543,Mohannad,17:22,19:23,3,BH,Withdrawal,Wrong Tag/Memo,121 min,19,No,High,No,Retail
2025-03-08,chat,306544,Mohannad,14:56,18:03,1,UK,Deposit,Unsupported Token,187 min,12,Yes,Low,No,Retail
2025-09-27,chat,306545,Sara,09:46,12:00,3,MY,P2P,Wrong Amount Sent,134 min,40,No,High,No,Retail
2025-11-24,chat,306546,Nour,20:44,22:43,3,ID,Withdrawal,Rejected by Bank,119 min,23,Yes,Medium,No,Retail
2025-08-25,email,306547,Khalid,16:10,19:14,5,EG,Security Setting,Login Alerts,184 min,53,Yes,Medium,No,Retail
2025-01-22,chat,306548,Sara,15:54,17:26,4,SA,Deposit,Unsupported Token,92 min,11,Yes,Medium,No,Retail
2025-08-06,email,306549,Yousef,06:10,09:24,5,AE,Withdrawal,On?chain Pending,194 min,20,Yes,Medium,No,VIP
2025-03-13,chat,306550,Amin,19:37,21:05,5,DE,Referral,Referral Code Not Applied,88 min,3,Yes,Medium,No,Retail
2025-10-26,chat,306551,Mohannad,08:07,10:04,4,AE,Withdrawal,Exceeded Limit,117 min,2,Yes,Medium,No,Retail
2025-07-28,chat,306552,Fatima,02:02,03:57,5,BH,P2P,Wrong Amount Sent,115 min,34,Yes,Medium,No,Retail
2025-06-29,chat,306553,Aya,00:57,03:26,4,AE,Verification,ID Mismatch,149 min,30,Yes,Medium,No,Retail
2025-06-02,chat,306554,Lina,14:14,16:33,4,MY,Card,Card Not Received,139 min,51,Yes,Low,No,Retail
2025-02-16,chat,306555,Sara,21:38,23:18,5,DE,Withdrawal,On?chain Pending,100 min,21,Yes,Low,No,Institutional
2025-02-08,email,306556,Khalid,10:37,11:34,4,UK,Card,Card Declined,57 min,51,Yes,High,No,Retail
2025-12-13,email,306557,Amin,18:03,18:18,5,AE,Verification,Level 2 KYC,15 min,14,Yes,Medium,No,Retail
2025-01-13,email,306558,Sara,22:54,23:25,3,QA,Futures,PNL Not Updated,31 min,2,Yes,Medium,No,Retail
2025-06-13,chat,306559,Fatima,12:02,13:52,4,DE,Security Setting,Anti?Phishing Code,110 min,27,Yes,Medium,No,Retail
2025-10-24,chat,306560,Omar,21:58,23:45,3,BH,Verification,Level 2 KYC,107 min,52,Yes,Medium,No,Retail
2025-03-20,chat,306561,Lina,03:49,03:59,5,PK,Withdrawal,Exceeded Limit,10 min,5,Yes,Low,Yes,VIP
2025-12-05,chat,306562,Yousef,00:36,01:29,2,DE,Futures,PNL Not Updated,53 min,19,No,High,No,Retail
2025-01-09,chat,306563,Amin,17:55,19:31,4,SA,Referral,Missing Referral Bonus,96 min,22,Yes,Medium,No,Retail
2025-01-14,chat,306564,Amin,17:01,19:41,2,MY,Security Setting,Login Alerts,160 min,37,Yes,High,Yes,Retail
2025-12-10,email,306565,Yousef,02:52,05:52,5,EG,Withdrawal,Wrong Tag/Memo,180 min,1,Yes,Low,No,Retail
2025-02-17,chat,306566,Mohannad,14:18,16:45,2,MY,Card,Cashback Missing,147 min,18,Yes,Medium,No,Retail
2025-10-02,chat,306567,Mohannad,21:02,22:30,4,QA,Trading,Price Discrepancy,88 min,34,Yes,Medium,No,Retail
2025-01-27,email,306568,Aya,09:32,12:19,4,AE,Verification,Source of Funds,167 min,35,No,Low,No,VIP
2025-08-10,chat,306569,Aya,15:05,17:24,4,IN,Spot,Price Chart Issue,139 min,12,Yes,Medium,No,Retail
2025-07-26,chat,306570,Fatima,02:25,02:35,4,ID,Spot,Fee Dispute,10 min,6,Yes,High,No,Retail
2025-09-17,chat,306571,Fatima,15:15,16:30,5,AE,Deposit,Internal Transfer Pending,75 min,45,Yes,Medium,No,Retail
2025-12-25,chat,306572,Nour,11:19,13:34,4,MY,Card,ATM Withdrawal Failed,135 min,56,Yes,Low,No,Retail
2025-04-24,email,306573,Khalid,10:56,14:33,3,MY,Security Setting,2FA Reset,217 min,49,Yes,Low,No,Retail
2025-02-12,chat,306574,Sara,20:43,20:54,3,TR,P2P,Wrong Amount Sent,11 min,10,Yes,Low,No,Retail
2025-11-26,email,306575,Fatima,09:35,12:25,3,SA,P2P,Wrong Amount Sent,170 min,4,Yes,High,No,Retail
2025-09-15,chat,306576,Lina,16:02,18:16,1,UK,Referral,Referral Code Not Applied,134 min,5,Yes,Low,No,VIP
2025-03-23,chat,306577,Aya,16:18,19:24,3,ID,P2P,Payment Not Received,186 min,41,Yes,Medium,No,Retail
2025-01-10,chat,306578,Sara,02:50,06:41,4,PK,Deposit,Unsupported Token,231 min,22,Yes,Medium,No,Retail
2025-06-25,email,306579,Mohannad,17:57,19:58,5,ID,P2P,Wrong Amount Sent,121 min,47,Yes,Low,No,Retail
2025-10-24,email,306580,Fatima,09:51,13:19,3,QA,Futures,Margin Call,208 min,40,Yes,High,No,VIP
2025-10-04,chat,306581,Khalid,17:37,20:14,5,KW,Referral,Referral Code Not Applied,157 min,4,Yes,Urgent,No,Retail
2025-02-22,chat,306582,Khalid,09:50,11:38,2,SA,Futures,Leverage Issue,108 min,26,No,Low,No,Retail
2025-11-04,chat,306583,Fatima,10:55,13:48,2,MY,Withdrawal,Rejected by Bank,173 min,1,Yes,Medium,No,Retail
2025-11-30,chat,306584,Khalid,15:39,18:44,5,EG,Futures,PNL Not Updated,185 min,9,Yes,Medium,No,Retail
2025-03-31,chat,306585,Amin,03:29,06:14,3,AE,Verification,Level 1 KYC,165 min,25,Yes,Low,No,Retail
2025-05-14,email,306586,Amin,17:36,19:34,2,KW,Security Setting,Anti?Phishing Code,118 min,52,Yes,Low,No,Retail
2025-09-24,chat,306587,Nour,05:36,08:38,2,DE,Spot,Price Chart Issue,182 min,3,No,Medium,No,Retail
2025-04-25,chat,306588,Nour,03:53,04:11,5,DE,Futures,PNL Not Updated,18 min,7,Yes,Medium,No,Retail
2025-02-20,chat,306589,Nour,23:11,23:28,4,TR,Verification,Level 2 KYC,17 min,8,Yes,Medium,Yes,Retail
2025-12-20,chat,306590,Mohannad,07:39,11:17,3,EG,Verification,Level 1 KYC,218 min,13,No,Medium,No,Retail
2025-01-16,email,306591,Sara,23:41,23:55,5,MY,Withdrawal,On?chain Pending,14 min,12,Yes,Urgent,No,Retail
2025-07-11,chat,306592,Lina,15:24,16:25,3,IN,Deposit,Unsupported Token,61 min,38,Yes,Low,No,Retail
2025-03-10,chat,306593,Nour,16:18,16:32,3,KW,Referral,Tier Upgrade Issue,14 min,6,Yes,Medium,No,Retail
2025-06-24,email,306594,Mohannad,10:09,13:51,4,QA,P2P,Payment Not Received,222 min,25,Yes,Medium,No,VIP
2025-06-01,email,306595,Yousef,09:53,11:27,3,SA,Futures,Margin Call,94 min,44,Yes,Medium,No,Retail
2025-05-23,email,306596,Nour,07:12,08:13,4,QA,Referral,Tier Upgrade Issue,61 min,54,Yes,Medium,No,VIP
2025-01-06,chat,306597,Mohannad,23:03,23:37,4,QA,Withdrawal,Bank Delay,34 min,13,Yes,Urgent,No,Retail
2025-11-05,email,306598,Khalid,11:09,11:26,1,MY,Trading,Order Rejected,17 min,17,Yes,Medium,No,Retail
2025-09-16,chat,306599,Lina,02:10,05:15,3,EG,Security Setting,Change Password,185 min,32,Yes,Low,No,Retail
2025-07-31,chat,306600,Omar,13:16,14:53,4,DE,Trading,Slippage Concern,97 min,54,Yes,Medium,No,Retail
2025-08-11,email,306601,Omar,17:50,20:48,5,SA,Spot,Price Chart Issue,178 min,11,Yes,Low,No,VIP
2025-07-18,email,306602,Amin,12:22,13:21,2,KW,Spot,Fee Dispute,59 min,40,No,Medium,No,Retail
2025-10-25,email,306603,Mohannad,17:45,20:50,5,SA,Card,ATM Withdrawal Failed,185 min,29,Yes,Urgent,Yes,Retail
2025-06-19,chat,306604,Khalid,00:11,02:11,2,QA,Referral,Tier Upgrade Issue,120 min,57,Yes,Medium,No,Retail
2025-10-03,chat,306605,Fatima,09:46,11:18,4,AE,Deposit,On?chain Pending,92 min,15,Yes,Medium,No,Institutional
2025-09-15,chat,306606,Fatima,07:24,10:07,5,ID,Security Setting,Change Password,163 min,56,Yes,Medium,No,Retail
2025-10-22,chat,306607,Nour,15:00,17:16,4,SA,Spot,Insufficient Balance,136 min,1,Yes,Low,No,Retail
2025-07-07,chat,306608,Nour,09:52,12:04,5,EG,Deposit,On?chain Pending,132 min,14,Yes,Low,No,Retail
2025-08-18,chat,306609,Fatima,03:56,07:26,4,IN,Referral,Referral Code Not Applied,210 min,12,Yes,Medium,No,Retail
2025-10-06,chat,306610,Lina,14:42,15:59,5,ID,Verification,Level 2 KYC,77 min,56,Yes,Medium,No,VIP
2025-10-08,email,306611,Aya,22:49,23:54,2,KW,Spot,Fee Dispute,65 min,56,Yes,Urgent,No,VIP
2025-12-18,email,306612,Sara,16:13,16:53,5,UK,Referral,Referral Code Not Applied,40 min,14,Yes,Low,No,Retail
2025-06-21,email,306613,Lina,16:08,19:22,5,AE,P2P,Appeal Order,194 min,46,Yes,Medium,No,Retail
2025-01-15,chat,306614,Omar,22:59,23:51,4,ID,Withdrawal,On?chain Pending,52 min,9,No,High,No,Retail
2025-03-04,chat,306615,Lina,04:16,06:29,4,ID,Futures,Margin Call,133 min,5,Yes,High,No,Retail
2025-03-02,chat,306616,Omar,23:39,23:52,2,EG,Deposit,Tag/Memo Missing,13 min,7,No,Low,No,VIP
2025-10-31,email,306617,Omar,03:26,04:08,5,SA,P2P,Payment Dispute,42 min,6,Yes,Low,No,Institutional
2025-01-05,email,306618,Aya,12:24,14:29,5,SA,Verification,Level 2 KYC,125 min,6,Yes,Low,No,Retail
2025-08-20,chat,306619,Sara,13:29,13:34,4,PK,Spot,Price Chart Issue,5 min,4,Yes,Medium,No,VIP
2025-04-01,chat,306620,Nour,12:51,16:49,3,EG,Referral,Missing Referral Bonus,238 min,6,No,Low,No,VIP
2025-09-06,email,306621,Amin,12:06,13:57,4,SA,Spot,Insufficient Balance,111 min,35,Yes,Medium,No,Retail
2025-10-03,email,306622,Lina,19:01,20:57,4,TR,Futures,Liquidation Dispute,116 min,2,Yes,Medium,No,VIP
2025-08-17,chat,306623,Nour,17:36,20:03,3,ID,P2P,Order Stuck,147 min,25,Yes,Medium,No,VIP
2025-12-19,chat,306624,Sara,07:52,10:35,4,UK,Withdrawal,Wrong Tag/Memo,163 min,48,Yes,Low,No,Retail
2025-06-24,email,306625,Lina,06:53,07:12,5,IN,Security Setting,Change Password,19 min,13,Yes,Medium,No,Retail
2025-02-03,email,306626,Fatima,16:37,18:21,1,ID,Card,Card Declined,104 min,49,No,High,No,Retail
2025-10-10,email,306627,Nour,00:13,03:50,5,EG,Spot,Unable to Sell,217 min,60,Yes,Low,No,Retail
2025-11-22,chat,306628,Lina,15:11,18:24,4,DE,Verification,POA Review,193 min,6,No,Medium,Yes,Retail
2025-11-02,chat,306629,Aya,07:20,08:05,5,QA,Spot,Insufficient Balance,45 min,7,Yes,Low,No,Retail
2025-07-26,chat,306630,Yousef,08:26,09:30,4,SA,Deposit,Internal Transfer Pending,64 min,54,Yes,Low,Yes,Retail
2025-02-26,chat,306631,Omar,05:44,06:40,2,SA,Trading,Slippage Concern,56 min,44,No,Urgent,Yes,Retail
2025-09-04,chat,306632,Omar,10:46,14:33,5,KW,Card,Card Not Received,227 min,2,Yes,Medium,No,Retail
2025-07-31,chat,306633,Khalid,06:34,10:18,5,ID,Trading,Slippage Concern,224 min,12,Yes,Medium,No,VIP
2025-11-06,email,306634,Fatima,03:02,05:41,4,EG,Deposit,Unsupported Token,159 min,18,Yes,High,No,Retail
2025-11-09,email,306635,Khalid,17:44,17:49,5,IN,P2P,Appeal Order,5 min,4,Yes,Low,Yes,Retail
2025-04-18,chat,306636,Yousef,22:03,23:56,3,ID,P2P,Appeal Order,113 min,56,Yes,Low,No,VIP
2025-12-19,chat,306637,Mohannad,16:50,19:44,3,SA,P2P,Payment Dispute,174 min,11,Yes,Medium,No,VIP
2025-10-27,email,306638,Fatima,11:04,12:41,4,IN,Withdrawal,Exceeded Limit,97 min,25,No,Urgent,No,Retail
2025-07-12,email,306639,Nour,18:08,19:33,4,PK,P2P,Payment Dispute,85 min,23,No,High,No,Retail
2025-10-07,email,306640,Aya,17:47,18:21,5,EG,Spot,Unable to Sell,34 min,27,Yes,High,No,Retail
2025-02-26,chat,306641,Mohannad,01:52,05:31,5,EG,Card,Cashback Missing,219 min,42,No,High,No,Retail
2025-04-22,email,306642,Sara,20:02,21:23,5,QA,Trading,Price Discrepancy,81 min,38,Yes,Medium,No,Retail
2025-02-25,chat,306643,Khalid,15:35,17:39,2,BH,Trading,Slippage Concern,124 min,42,Yes,Low,No,VIP
2025-03-11,chat,306644,Khalid,18:24,18:39,5,BH,Spot,Insufficient Balance,15 min,2,Yes,High,No,Institutional
2025-01-07,chat,306645,Khalid,19:58,22:01,3,PK,Deposit,Unsupported Token,123 min,9,Yes,Low,No,Retail
2025-02-15,chat,306646,Fatima,11:34,13:39,2,MY,Verification,Level 1 KYC,125 min,2,Yes,Medium,Yes,Institutional
2025-06-04,email,306647,Khalid,17:53,19:03,5,EG,Verification,Level 2 KYC,70 min,43,Yes,High,No,Retail
2025-02-12,chat,306648,Sara,04:07,05:44,3,SA,Withdrawal,Wrong Tag/Memo,97 min,31,No,High,No,VIP
2025-04-03,chat,306649,Sara,18:11,21:29,5,TR,Spot,Insufficient Balance,198 min,11,Yes,Low,No,Retail
2025-09-21,chat,306650,Lina,13:21,14:09,4,BH,Spot,Insufficient Balance,48 min,33,Yes,Medium,No,Retail
2025-09-26,email,306651,Sara,07:28,08:38,5,DE,P2P,Appeal Order,70 min,34,Yes,Low,Yes,Retail
2025-10-22,chat,306652,Omar,14:35,17:44,4,SA,P2P,Payment Dispute,189 min,21,Yes,High,Yes,Retail
2025-08-17,email,306653,Mohannad,17:00,18:11,5,IN,P2P,Wrong Amount Sent,71 min,44,Yes,Medium,No,Retail
2025-10-12,email,306654,Yousef,15:10,15:44,5,MY,Withdrawal,Bank Delay,34 min,5,Yes,Low,No,Retail
2025-11-25,email,306655,Nour,10:04,11:27,2,ID,Verification,Level 1 KYC,83 min,48,Yes,Medium,No,Retail
2025-08-16,email,306656,Sara,02:29,05:33,5,QA,Withdrawal,On?chain Pending,184 min,26,Yes,Medium,No,Retail
2025-08-17,chat,306657,Amin,08:13,11:48,5,QA,Verification,Level 1 KYC,215 min,34,Yes,Medium,Yes,Retail
2025-03-02,email,306658,Omar,02:42,05:30,4,EG,Withdrawal,Rejected by Bank,168 min,17,Yes,Medium,No,VIP
2025-02-27,email,306659,Omar,17:48,19:28,5,SA,Card,Card Not Received,100 min,33,Yes,Medium,No,Retail
2025-04-18,chat,306660,Nour,06:13,08:07,4,EG,Trading,Order Not Filled,114 min,31,Yes,Medium,No,Retail
2025-08-05,chat,306661,Sara,20:37,21:18,5,ID,Deposit,Tag/Memo Missing,41 min,4,Yes,Medium,No,Retail
2025-07-31,chat,306662,Khalid,02:07,04:55,5,MY,Referral,Referral Code Not Applied,168 min,42,Yes,Low,No,VIP
2025-05-02,chat,306663,Mohannad,14:35,16:13,5,BH,Deposit,Unsupported Token,98 min,48,Yes,Medium,No,Retail
2025-06-07,chat,306664,Yousef,10:55,11:26,5,EG,Card,ATM Withdrawal Failed,31 min,30,Yes,Medium,No,Retail
2025-04-27,email,306665,Khalid,05:09,07:51,5,EG,Withdrawal,On?chain Pending,162 min,2,Yes,High,Yes,Retail
2025-01-28,email,306666,Lina,04:29,05:58,2,DE,Trading,Slippage Concern,89 min,48,No,Low,No,Retail
2025-07-04,email,306667,Fatima,18:56,20:36,4,BH,Spot,Insufficient Balance,100 min,38,Yes,Medium,No,Retail
2025-12-04,chat,306668,Lina,01:58,05:31,4,MY,Deposit,Unsupported Token,213 min,12,Yes,Low,No,Retail
2025-01-25,chat,306669,Lina,19:40,21:34,3,MY,Trading,Order Not Filled,114 min,22,Yes,Medium,No,Retail
2025-10-27,chat,306670,Lina,01:46,05:34,3,KW,Futures,PNL Not Updated,228 min,38,Yes,Medium,Yes,Retail
2025-12-28,chat,306671,Yousef,10:39,12:01,4,MY,Card,Card Declined,82 min,58,Yes,Medium,No,Retail
2025-07-18,chat,306672,Aya,05:15,07:30,5,IN,Futures,Liquidation Dispute,135 min,51,Yes,High,No,Retail
2025-12-26,chat,306673,Mohannad,10:29,13:18,4,TR,Spot,Insufficient Balance,169 min,58,Yes,Medium,No,Retail
2025-02-23,chat,306674,Khalid,03:22,06:11,4,TR,Spot,Fee Dispute,169 min,23,Yes,Medium,No,Retail
2025-03-15,chat,306675,Amin,04:51,06:23,4,KW,Deposit,Internal Transfer Pending,92 min,32,Yes,High,No,Retail
2025-06-06,chat,306676,Omar,16:17,17:27,3,TR,Verification,Level 2 KYC,70 min,60,No,High,No,Retail
2025-09-10,chat,306677,Sara,17:24,21:18,4,MY,Futures,Margin Call,234 min,15,Yes,High,Yes,Internal
2025-02-11,chat,306678,Nour,09:41,13:01,4,KW,Card,ATM Withdrawal Failed,200 min,23,Yes,High,No,Retail
2025-06-24,email,306679,Fatima,16:04,19:28,5,QA,Trading,Price Discrepancy,204 min,49,Yes,Medium,No,Retail
2025-11-05,email,306680,Omar,09:50,12:18,5,PK,Withdrawal,Wrong Tag/Memo,148 min,26,Yes,High,No,Retail
2025-02-25,chat,306681,Khalid,08:42,08:57,5,TR,Card,ATM Withdrawal Failed,15 min,3,Yes,Medium,No,Retail
2025-06-10,chat,306682,Sara,11:49,14:44,4,AE,Card,ATM Withdrawal Failed,175 min,18,Yes,Low,No,Retail
2025-11-19,email,306683,Amin,07:58,11:29,5,SA,Card,Card Declined,211 min,31,Yes,Medium,No,Retail
2025-11-11,email,306684,Amin,22:15,22:27,5,BH,Card,Card Not Received,12 min,6,Yes,Low,No,Internal
2025-03-25,email,306685,Mohannad,18:57,19:37,4,IN,P2P,Order Stuck,40 min,19,No,High,No,Retail
2025-03-14,email,306686,Yousef,19:24,19:36,5,DE,Verification,Source of Funds,12 min,9,Yes,High,No,VIP
2025-06-22,email,306687,Fatima,14:47,16:04,4,TR,Spot,Fee Dispute,77 min,33,Yes,Medium,No,Retail
2025-04-11,chat,306688,Omar,09:48,09:57,5,EG,P2P,Payment Not Received,9 min,3,Yes,Medium,No,Retail
2025-12-05,chat,306689,Omar,21:09,23:37,5,UK,Security Setting,2FA Reset,148 min,48,Yes,Low,No,Retail
2025-06-08,chat,306690,Sara,16:26,20:12,3,EG,Spot,Price Chart Issue,226 min,19,No,Medium,No,Retail
2025-10-13,email,306691,Sara,21:01,22:45,4,SA,Verification,POA Review,104 min,53,Yes,High,No,Retail
2025-10-11,email,306692,Khalid,05:42,06:52,5,AE,P2P,Wrong Amount Sent,70 min,31,Yes,High,Yes,Retail
2025-05-19,chat,306693,Aya,18:05,19:56,5,TR,Card,ATM Withdrawal Failed,111 min,12,Yes,Medium,No,Institutional
2025-05-13,chat,306694,Mohannad,02:05,05:03,2,ID,Security Setting,2FA Reset,178 min,13,Yes,Medium,Yes,Retail
2025-06-28,chat,306695,Sara,17:39,20:58,3,DE,Spot,Unable to Sell,199 min,55,Yes,Medium,No,VIP
2025-06-13,chat,306696,Lina,07:15,08:39,4,EG,Withdrawal,Exceeded Limit,84 min,44,Yes,Medium,No,Retail
2025-12-25,chat,306697,Omar,10:41,11:07,5,AE,Card,Card Not Received,26 min,23,Yes,High,No,Retail
2025-10-25,chat,306698,Khalid,23:23,23:56,2,PK,Spot,Insufficient Balance,33 min,17,No,High,No,Retail
2025-03-20,chat,306699,Sara,22:01,23:41,5,DE,Withdrawal,On?chain Pending,100 min,17,Yes,Medium,No,Institutional
